ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-61775N|refseq:NP_001159709|uniprotkb:P57764	DIP-61776N|refseq:NP_031635|uniprotkb:P70343	 -	-	-	-	MI:0435(protease assay)	-	pubmed:26375003|pubmed:DIP-17847S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0570(protein cleavage)	MI:0465(dip)	DIP-199910E	dip-quality-status:core	dip:0004(small scale)		-
DIP-368N|uniprotkb:P04637	DIP-40452N|refseq:NP_005230|uniprotkb:P15036	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0096(pull down)	-	pubmed:26331536|pubmed:DIP-17856S|pubmed:26331536|pubmed:DIP-17856S|pubmed:26331536|pubmed:DIP-17856S|pubmed:26331536|pubmed:DIP-17856S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)	MI:0465(dip)	DIP-199940E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-36244N|refseq:NP_056384|uniprotkb:Q9UQ16	DIP-36244N|refseq:NP_056384|uniprotkb:Q9UQ16	-	-	-	-	MI:0028(cosedimentation in solution)|MI:0071(molecular sieving)|MI:0114(x-ray crystallography)|MI:0020(transmission electron microscopy)	-	pubmed:26302298|pubmed:DIP-17857S|pubmed:26302298|pubmed:DIP-17857S|pubmed:26302298|pubmed:DIP-17857S|pubmed:26302298|pubmed:DIP-17857S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-199941E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-29844N|refseq:NP_004387|uniprotkb:P17844	DIP-60622N|refseq:NP_001001523|uniprotkb:P51449	 -	-	-	-	MI:0096(pull down)	-	pubmed:26675721|pubmed:DIP-17859S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-199945E	dip-quality-status:core	dip:0004(small scale)		-
DIP-34897N|refseq:NP_005564|uniprotkb:P20700	DIP-29760N|refseq:NP_073729|uniprotkb:Q9GZQ8	 -	-	-	-	MI:0809,(bimolecular fluorescence complementation)|MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:26524528|pubmed:DIP-17862S|pubmed:26524528|pubmed:DIP-17862S|pubmed:26524528|pubmed:DIP-17862S|pubmed:26524528|pubmed:DIP-17862S|pubmed:26524528|pubmed:DIP-17862S|pubmed:26524528|pubmed:DIP-17862S|pubmed:26524528|pubmed:DIP-17862S|pubmed:26524528|pubmed:DIP-17862S|pubmed:26524528|pubmed:DIP-17862S|pubmed:26524528|pubmed:DIP-17862S|pubmed:26524528|pubmed:DIP-17862S|pubmed:26524528|pubmed:DIP-17862S|pubmed:26524528|pubmed:DIP-17862S|pubmed:26524528|pubmed:DIP-17862S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-199947E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-34897N|refseq:NP_005564|uniprotkb:P20700	DIP-49052N|uniprotkb:Q9H492	 -	-	-	-	MI:0096(pull down)	-	pubmed:26524528|pubmed:DIP-17862S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-199950E	dip-quality-status:core	dip:0004(small scale)		-
DIP-34897N|refseq:NP_005564|uniprotkb:P20700	DIP-57020N|uniprotkb:Q9BXW4	 -	-	-	-	MI:0096(pull down)	-	pubmed:26524528|pubmed:DIP-17862S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-199951E	dip-quality-status:core	dip:0004(small scale)		-
DIP-34897N|refseq:NP_005564|uniprotkb:P20700	DIP-35050N|refseq:NP_009209|uniprotkb:O95166	 -	-	-	-	MI:0096(pull down)	-	pubmed:26524528|pubmed:DIP-17862S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-199952E	dip-quality-status:core	dip:0004(small scale)		-
DIP-37451N|refseq:NP_689830|uniprotkb:Q8IYW5	DIP-41775N|refseq:NP_005309|uniprotkb:P07305	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:26503038|pubmed:DIP-17867S|pubmed:26503038|pubmed:DIP-17867S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-199957E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-37451N|refseq:NP_689830|uniprotkb:Q8IYW5	DIP-48936N|refseq:NP_254280|uniprotkb:Q7L7L0	 -	-	-	-	MI:0096(pull down)	-	pubmed:26503038|pubmed:DIP-17867S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-199958E	dip-quality-status:core	dip:0004(small scale)		-
DIP-37451N|refseq:NP_689830|uniprotkb:Q8IYW5	DIP-36358N|refseq:NP_006017|uniprotkb:Q92522	 -	-	-	-	MI:0096(pull down)	-	pubmed:26503038|pubmed:DIP-17867S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-199960E	dip-quality-status:core	dip:0004(small scale)		-
DIP-36358N|refseq:NP_006017|uniprotkb:Q92522	DIP-24261N|uniprotkb:P62988	 -	-	-	-	MI:0096(pull down)	-	pubmed:26503038|pubmed:DIP-17867S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-199961E	dip-quality-status:core	dip:0004(small scale)		-
DIP-36359N|refseq:NP_005310|uniprotkb:P16403	DIP-37451N|refseq:NP_689830|uniprotkb:Q8IYW5	 -	-	-	-	MI:0096(pull down)	-	pubmed:26503038|pubmed:DIP-17867S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-199962E	dip-quality-status:core	dip:0004(small scale)		-
DIP-50407N|uniprotkb:Q9NZU0	DIP-56228N|uniprotkb:Q9HAR2	 -	-	-	-	MI:0969(bio-layer interferometry)|MI:0071(molecular sieving)|MI:0969(bio-layer interferometry)|MI:0114(x-ray crystallography)	-	pubmed:26235030|pubmed:DIP-17874S|pubmed:26235030|pubmed:DIP-17874S|pubmed:26235030|pubmed:DIP-17874S|pubmed:26235030|pubmed:DIP-17874S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-199970E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-50407N|uniprotkb:Q9NZU0	DIP-50407N|uniprotkb:Q9NZU0	-	-	-	-	MI:0071(molecular sieving)	-	pubmed:26235030|pubmed:DIP-17874S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-199971E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31225N|uniprotkb:Q01831	DIP-83N|refseq:NP_000113|uniprotkb:P19447	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:26278177|pubmed:DIP-17880S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-199975E	dip-quality-status:core	dip:0004(small scale)		-
DIP-37875N|uniprotkb:O14686	DIP-61808N	 -	-	-	-	MI:0515(methyltransferase assay)|MI:0515(methyltransferase assay)	-	pubmed:26320581|pubmed:DIP-17886S|pubmed:26320581|pubmed:DIP-17886S	taxid:9606(Homo sapiens)	taxid:-2(chemical synthesis)	MI:0213(methylation reaction)|MI:0213(methylation reaction)	MI:0465(dip)	DIP-199980E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-29221N|refseq:NP_005924|uniprotkb:Q03164	DIP-61808N	 -	-	-	-	MI:0515(methyltransferase assay)	-	pubmed:26320581|pubmed:DIP-17886S	taxid:9606(Homo sapiens)	taxid:-2(chemical synthesis)	MI:0213(methylation reaction)	MI:0465(dip)	DIP-199981E	dip-quality-status:core	dip:0004(small scale)		-
DIP-24261N|uniprotkb:P62988	DIP-30844N|refseq:NP_005479|uniprotkb:O60784	 -	-	-	-	MI:0077(nuclear magnetic resonance)|MI:0077(nuclear magnetic resonance)	-	pubmed:26320582|pubmed:DIP-17887S|pubmed:26320582|pubmed:DIP-17887S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-199983E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-6223N|refseq:NP_066961|uniprotkb:Q12933	DIP-27522N|uniprotkb:Q99558	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)|MI:0018(two hybrid)	-	pubmed:9020361|pubmed:DIP-17834S|pubmed:9020361|pubmed:DIP-17834S|pubmed:9020361|pubmed:DIP-17834S|pubmed:9020361|pubmed:DIP-17834S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-199890E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-61773N|refseq:NP_006520|uniprotkb:O75311	DIP-61773N|refseq:NP_006520|uniprotkb:O75311	-	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:26416729|pubmed:DIP-17844S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-199907E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31265N|refseq:NP_003949|uniprotkb:O76064	DIP-37632N|uniprotkb:O95714	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:26503038|pubmed:DIP-17867S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-200066E	dip-quality-status:core	dip:0004(small scale)		-
DIP-32978N|refseq:NP_055317|uniprotkb:Q9UMS4	DIP-31265N|refseq:NP_003949|uniprotkb:O76064	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:26503038|pubmed:DIP-17867S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-200067E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31265N|refseq:NP_003949|uniprotkb:O76064	DIP-50405N|uniprotkb:P12270	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:26503038|pubmed:DIP-17867S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-200068E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31265N|refseq:NP_003949|uniprotkb:O76064	DIP-28153N|refseq:NP_006657|uniprotkb:Q9Y230	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:26503038|pubmed:DIP-17867S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-200069E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31265N|refseq:NP_003949|uniprotkb:O76064	DIP-24235N|uniprotkb:P07992	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:26503038|pubmed:DIP-17867S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-200070E	dip-quality-status:core	dip:0004(small scale)		-
DIP-34897N|refseq:NP_005564|uniprotkb:P20700	DIP-57724N|uniprotkb:Q03252	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:26524528|pubmed:DIP-17862S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-200065E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31265N|refseq:NP_003949|uniprotkb:O76064	DIP-42006N|uniprotkb:Q92889	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:26503038|pubmed:DIP-17867S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-200071E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35444N|uniprotkb:O95786	DIP-61813N|uniprotkb:Q99AU3	 -	-	-	-	MI:0077(nuclear magnetic resonance)|MI:0404(comigration in non denaturing gel electrophoresis)	-	pubmed:26365801|pubmed:DIP-17890S|pubmed:26365801|pubmed:DIP-17890S	taxid:9606(Homo sapiens)	taxid:88776(Influenza A virus (A/Brevig Mission/1/1918(H1N1)))	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-200079E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-29025N|refseq:NP_062692|uniprotkb:Q9WUL7	DIP-57013N|uniprotkb:Q96G28	 -	-	-	-	MI:0053(fluorescence polarization spectroscopy)|MI:0071(molecular sieving)	-	pubmed:26455799|pubmed:DIP-17896S|pubmed:26455799|pubmed:DIP-17896S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-200461E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-57013N|uniprotkb:Q96G28	DIP-36659N|refseq:NP_062696|uniprotkb:Q9D0J4	 -	-	-	-	MI:0053(fluorescence polarization spectroscopy)	-	pubmed:26455799|pubmed:DIP-17896S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-200463E	dip-quality-status:core	dip:0004(small scale)		-
DIP-36887N|uniprotkb:P02454	DIP-37631N|uniprotkb:Q9UBG0	 -	-	-	-	MI:0107(surface plasmon resonance)|MI:0892(solid phase assay)	-	pubmed:26481812|pubmed:DIP-17897S|pubmed:26481812|pubmed:DIP-17897S	taxid:10116(Rattus norvegicus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-200466E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-44126N|refseq:NP_005009|uniprotkb:Q15116	DIP-29731N|refseq:NP_054862|uniprotkb:Q9NZQ7	 -	-	-	-	MI:0071(molecular sieving)|MI:0114(x-ray crystallography)	-	pubmed:26602187|pubmed:DIP-17900S|pubmed:26602187|pubmed:DIP-17900S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-200470E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-61500N|refseq:NP_955452|uniprotkb:O75417	DIP-61500N|refseq:NP_955452|uniprotkb:O75417	-	-	-	-	MI:0071(molecular sieving)|MI:0067(light scattering)|MI:0826(x ray scattering)|MI:0028(cosedimentation in solution)|MI:0114(x-ray crystallography)	-	pubmed:26636256|pubmed:DIP-17901S|pubmed:26636256|pubmed:DIP-17901S|pubmed:26636256|pubmed:DIP-17901S|pubmed:26636256|pubmed:DIP-17901S|pubmed:26636256|pubmed:DIP-17901S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-200471E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-29306N|refseq:NP_006212|uniprotkb:Q13526	DIP-28143N|uniprotkb:P01106	 -	-	-	-	MI:0065(isothermal titration calorimetry)|MI:0107(surface plasmon resonance)|MI:0107(surface plasmon resonance)|MI:0077(nuclear magnetic resonance)	-	pubmed:26655473|pubmed:DIP-17902S|pubmed:26655473|pubmed:DIP-17902S|pubmed:26655473|pubmed:DIP-17902S|pubmed:26655473|pubmed:DIP-17902S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-200472E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-1064N|refseq:NP_034979|uniprotkb:P01108	DIP-29306N|refseq:NP_006212|uniprotkb:Q13526	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:26655473|pubmed:DIP-17902S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-200473E	dip-quality-status:core	dip:0004(small scale)		-
DIP-37618N|uniprotkb:O75044	DIP-37618N|uniprotkb:O75044	-	-	-	-	MI:0030(cross-linking study)|MI:0114(x-ray crystallography)|MI:0071(molecular sieving)|MI:0104(static light scattering)	-	pubmed:26365803|pubmed:DIP-17891S|pubmed:26365803|pubmed:DIP-17891S|pubmed:26365803|pubmed:DIP-17891S|pubmed:26365803|pubmed:DIP-17891S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-200080E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-41592N|refseq:NP_001657|uniprotkb:P98171	DIP-41592N|refseq:NP_001657|uniprotkb:P98171	-	-	-	-	MI:0030(cross-linking study)|MI:0071(molecular sieving)|MI:0826(x ray scattering)	-	pubmed:26365803|pubmed:DIP-17891S|pubmed:26365803|pubmed:DIP-17891S|pubmed:26365803|pubmed:DIP-17891S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-200081E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-33034N|refseq:NP_002932|uniprotkb:Q9Y6N7	DIP-37618N|uniprotkb:O75044	 -	-	-	-	MI:1247(mst)|MI:0107(surface plasmon resonance)|MI:1247(mst)	-	pubmed:26365803|pubmed:DIP-17891S|pubmed:26365803|pubmed:DIP-17891S|pubmed:26365803|pubmed:DIP-17891S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-200082E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-37618N|uniprotkb:O75044	DIP-41076N|uniprotkb:Q9NQX3	 -	-	-	-	MI:1247(mst)	-	pubmed:26365803|pubmed:DIP-17891S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-200083E	dip-quality-status:core	dip:0004(small scale)		-
DIP-37618N|uniprotkb:O75044	DIP-53676N|uniprotkb:P49750	 -	-	-	-	MI:1247(mst)	-	pubmed:26365803|pubmed:DIP-17891S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-200084E	dip-quality-status:core	dip:0004(small scale)		-
DIP-33034N|refseq:NP_002932|uniprotkb:Q9Y6N7	DIP-41592N|refseq:NP_001657|uniprotkb:P98171	 -	-	-	-	MI:0107(surface plasmon resonance)	-	pubmed:26365803|pubmed:DIP-17891S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-200085E	dip-quality-status:core	dip:0004(small scale)		-
DIP-46874N|refseq:NP_002157|uniprotkb:Q02363	DIP-24261N|uniprotkb:P62988	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:26388029|pubmed:DIP-17892S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-200086E	dip-quality-status:core	dip:0004(small scale)		-
DIP-34542N|refseq:NP_079471|uniprotkb:Q96RU8	DIP-37882N|refseq:NP_004355|uniprotkb:P49715	 -	-	-	-	MI:0096(pull down)|MI:0065(isothermal titration calorimetry)	-	pubmed:26455797|pubmed:DIP-17895S|pubmed:26455797|pubmed:DIP-17895S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-200090E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-43977N|refseq:NP_031515|uniprotkb:Q9WTL8	DIP-131N|refseq:NP_001311|uniprotkb:P67870	 -	-	-	-	MI:1203(split luciferase complementation)|MI:0096(pull down)|MI:1203(split luciferase complementation)	-	pubmed:26562092|pubmed:DIP-17903S|pubmed:26562092|pubmed:DIP-17903S|pubmed:26562092|pubmed:DIP-17903S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-200482E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-43977N|refseq:NP_031515|uniprotkb:Q9WTL8	DIP-32682N|uniprotkb:P68400	 -	-	-	-	MI:0096(pull down)	-	pubmed:26562092|pubmed:DIP-17903S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-200487E	dip-quality-status:core	dip:0004(small scale)		-
DIP-32682N|uniprotkb:P68400	DIP-38515N|refseq:NP_031797|uniprotkb:P97784	 -	-	-	-	MI:0096(pull down)	-	pubmed:26562092|pubmed:DIP-17903S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-200488E	dip-quality-status:core	dip:0004(small scale)		-
DIP-32682N|uniprotkb:P68400	DIP-38517N|uniprotkb:Q9R194	 -	-	-	-	MI:0096(pull down)	-	pubmed:26562092|pubmed:DIP-17903S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-200489E	dip-quality-status:core	dip:0004(small scale)		-
DIP-318N|refseq:NP_001887|uniprotkb:P19784	DIP-43977N|refseq:NP_031515|uniprotkb:Q9WTL8	 -	-	-	-	MI:0096(pull down)	-	pubmed:26562092|pubmed:DIP-17903S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-200490E	dip-quality-status:core	dip:0004(small scale)		-
DIP-38515N|refseq:NP_031797|uniprotkb:P97784	DIP-318N|refseq:NP_001887|uniprotkb:P19784	 -	-	-	-	MI:0096(pull down)	-	pubmed:26562092|pubmed:DIP-17903S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-200491E	dip-quality-status:core	dip:0004(small scale)		-
DIP-38517N|uniprotkb:Q9R194	DIP-318N|refseq:NP_001887|uniprotkb:P19784	 -	-	-	-	MI:0096(pull down)	-	pubmed:26562092|pubmed:DIP-17903S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-200492E	dip-quality-status:core	dip:0004(small scale)		-
DIP-38515N|refseq:NP_031797|uniprotkb:P97784	DIP-131N|refseq:NP_001311|uniprotkb:P67870	 -	-	-	-	MI:0096(pull down)	-	pubmed:26562092|pubmed:DIP-17903S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-200493E	dip-quality-status:core	dip:0004(small scale)		-
DIP-38517N|uniprotkb:Q9R194	DIP-131N|refseq:NP_001311|uniprotkb:P67870	 -	-	-	-	MI:0096(pull down)	-	pubmed:26562092|pubmed:DIP-17903S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-200494E	dip-quality-status:core	dip:0004(small scale)		-
DIP-42262N|refseq:NP_033396|uniprotkb:Q64729	DIP-29720N|refseq:NP_005893|uniprotkb:P84022	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:26680585|pubmed:DIP-17904S|pubmed:26680585|pubmed:DIP-17904S|pubmed:26680585|pubmed:DIP-17904S|pubmed:26680585|pubmed:DIP-17904S|pubmed:26680585|pubmed:DIP-17904S|pubmed:26680585|pubmed:DIP-17904S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-200498E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
